Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
46260,Marketing,Female,59,Analyst,2/19/19 8:03 AM,5,Bachelor,3,5200,57,26,19,11,50,13,54,2,3.36,FALSE
46261,Marketing,Male,54,Specialist,5/25/20 8:03 AM,4,Master,3,5850,40,17,11,2,75,19,79,1,4.24,FALSE
46262,Customer Support,Male,58,Specialist,2/25/16 8:03 AM,8,Master,4,6300,46,0,16,7,75,10,41,0,1.99,FALSE
46263,Legal,Female,23,Consultant,6/28/18 8:03 AM,6,Bachelor,2,6600,54,12,13,10,0,2,93,0,2.53,FALSE
46264,Engineering,Male,49,Manager,4/30/16 8:03 AM,8,High School,5,9000,30,43,4,11,100,11,16,0,1.92,FALSE
46265,HR,Female,50,Developer,4/25/24 8:03 AM,0,High School,4,7000,36,26,5,5,50,12,28,2,3.23,FALSE
46266,Marketing,Male,48,Developer,9/26/16 8:03 AM,7,High School,4,7000,52,27,3,11,50,14,9,2,2.15,FALSE
46267,Operations,Male,37,Engineer,8/17/21 8:03 AM,3,High School,5,9000,48,10,16,8,100,6,28,0,2.69,FALSE
46268,Engineering,Male,39,Analyst,9/19/16 8:03 AM,7,High School,3,5200,37,9,2,14,50,14,32,2,4.30,FALSE
46269,HR,Female,39,Consultant,7/10/19 8:03 AM,5,Master,5,8250,42,48,21,1,100,13,73,1,2.70,FALSE
46270,Customer Support,Male,45,Consultant,9/6/19 8:03 AM,5,Bachelor,1,6050,60,10,8,11,75,14,82,1,1.08,FALSE
46271,Marketing,Other,41,Analyst,11/5/23 8:03 AM,0,High School,3,5200,33,27,10,1,50,5,91,2,2.31,FALSE
46272,Sales,Male,24,Engineer,7/7/22 8:03 AM,2,High School,3,7800,60,12,4,7,25,2,0,1,4.07,FALSE
46273,Customer Support,Female,29,Specialist,12/26/14 8:03 AM,9,Bachelor,2,5400,47,37,6,13,25,15,6,1,2.33,FALSE
46274,Marketing,Male,55,Analyst,1/2/24 8:03 AM,0,High School,1,4400,52,12,7,0,100,19,67,2,4.63,FALSE
46275,Legal,Other,45,Analyst,7/30/18 8:03 AM,6,High School,2,4800,40,47,15,11,25,19,26,1,4.33,FALSE
46276,IT,Other,56,Manager,5/22/18 8:03 AM,6,High School,1,6600,54,47,4,14,100,14,41,1,2.18,FALSE
46277,Customer Support,Female,42,Engineer,6/30/17 8:03 AM,7,High School,1,6600,47,40,13,8,100,16,98,1,4.08,FALSE
46278,IT,Male,29,Technician,7/17/24 8:03 AM,0,Bachelor,2,4200,36,12,10,1,25,4,97,1,4.73,FALSE
46279,Legal,Male,46,Developer,10/8/19 8:03 AM,4,High School,4,7000,45,39,12,10,100,6,97,2,3.25,FALSE
46280,Customer Support,Male,50,Engineer,5/29/18 8:03 AM,6,Master,3,7800,31,42,10,6,50,4,90,2,1.63,FALSE
46281,Legal,Female,45,Manager,10/2/21 8:03 AM,2,High School,1,6600,58,34,2,11,100,9,23,2,3.89,TRUE
46282,Finance,Female,36,Consultant,7/23/22 8:03 AM,2,Bachelor,4,7700,41,9,12,7,100,5,25,0,2.67,TRUE
46283,Operations,Female,28,Analyst,8/27/15 8:03 AM,9,High School,2,4800,41,22,23,1,100,19,2,2,1.82,FALSE
46284,Sales,Male,38,Manager,9/15/19 8:03 AM,4,Bachelor,4,8400,45,48,1,9,100,5,21,2,4.71,FALSE
46285,Operations,Female,34,Developer,12/15/18 8:03 AM,5,High School,2,6000,58,2,22,10,0,4,76,2,1.80,FALSE
46286,Engineering,Other,47,Consultant,9/6/16 8:03 AM,8,Bachelor,3,7150,30,2,13,9,75,2,95,1,2.40,FALSE
46287,Engineering,Female,51,Consultant,7/17/21 8:03 AM,3,Master,3,7150,51,44,29,4,0,18,99,0,4.09,FALSE
46288,Marketing,Female,34,Manager,5/29/19 8:03 AM,5,High School,4,8400,42,49,16,2,50,15,62,2,1.98,TRUE
46289,Engineering,Male,43,Manager,7/17/18 8:03 AM,6,Bachelor,3,7800,35,39,6,12,75,16,11,2,1.51,FALSE
46290,Engineering,Male,25,Analyst,10/16/22 8:03 AM,1,High School,5,6000,34,49,7,13,75,16,55,2,3.81,FALSE
46291,Engineering,Female,41,Manager,7/12/24 8:03 AM,0,Master,2,7200,49,36,0,1,25,9,83,1,3.82,FALSE
46292,Finance,Female,28,Specialist,2/9/22 8:03 AM,2,Bachelor,1,4950,41,22,29,1,0,4,41,2,4.86,FALSE
46293,Finance,Male,40,Consultant,5/30/18 8:03 AM,6,High School,4,7700,31,14,8,2,50,8,60,0,4.72,FALSE
46294,Finance,Male,48,Manager,4/22/16 8:03 AM,8,Bachelor,3,7800,53,8,20,10,50,5,54,1,2.65,FALSE
46295,Legal,Male,38,Technician,2/21/15 8:03 AM,9,Master,1,3850,54,24,20,11,0,17,94,0,3.41,FALSE
46296,IT,Male,26,Manager,6/4/21 8:03 AM,3,High School,2,7200,44,19,22,12,25,18,82,1,2.08,TRUE
46297,Finance,Male,38,Consultant,7/22/20 8:03 AM,4,Bachelor,4,7700,56,42,17,11,75,18,71,2,3.90,FALSE
46298,Engineering,Male,60,Manager,1/19/18 8:03 AM,6,Bachelor,4,8400,58,4,7,6,75,4,18,2,2.90,FALSE
46299,Finance,Male,57,Developer,12/7/22 8:03 AM,1,Master,5,7500,40,32,11,14,25,17,7,1,3.74,FALSE
46300,HR,Female,25,Technician,11/14/20 8:03 AM,3,Bachelor,1,3850,30,23,26,3,50,14,93,2,3.87,FALSE
46301,Marketing,Male,33,Technician,5/5/22 8:03 AM,2,High School,1,3850,33,30,13,5,0,9,96,1,1.79,FALSE
46302,Legal,Male,51,Analyst,1/6/18 8:03 AM,6,Bachelor,4,5600,56,35,25,8,100,5,39,1,4.07,FALSE
46303,Engineering,Female,40,Technician,7/5/24 8:03 AM,0,Bachelor,4,4900,45,5,20,4,50,8,85,2,1.75,FALSE
46304,Finance,Male,38,Manager,12/16/16 8:03 AM,7,High School,4,8400,38,5,19,12,0,18,91,1,4.20,FALSE
46305,Operations,Female,22,Consultant,3/16/16 8:03 AM,8,High School,2,6600,37,21,19,11,100,3,75,2,4.06,FALSE
46306,Legal,Male,45,Engineer,3/16/24 8:03 AM,0,Bachelor,5,9000,50,44,7,7,50,5,91,0,2.48,TRUE
46307,Customer Support,Female,51,Consultant,6/4/24 8:03 AM,0,Bachelor,1,6050,43,46,17,6,25,11,0,1,2.80,FALSE
46308,Engineering,Other,50,Manager,11/26/16 8:03 AM,7,Bachelor,5,9000,30,24,4,6,100,2,82,0,4.71,FALSE
46309,IT,Male,25,Specialist,7/18/23 8:03 AM,1,High School,2,5400,35,38,9,0,50,4,50,2,1.21,FALSE
46310,Operations,Female,47,Engineer,9/8/19 8:03 AM,4,High School,5,9000,35,38,16,14,75,11,97,2,4.84,FALSE
46311,Finance,Male,48,Consultant,1/14/18 8:03 AM,6,Bachelor,2,6600,39,29,24,10,50,5,20,2,1.14,FALSE
46312,Finance,Male,33,Technician,5/14/18 8:03 AM,6,Bachelor,1,3850,59,28,28,0,25,15,89,0,4.21,FALSE
46313,Legal,Male,45,Consultant,3/5/20 8:03 AM,4,Bachelor,1,6050,47,40,27,13,50,10,86,2,2.47,FALSE
46314,Engineering,Female,43,Manager,11/18/17 8:03 AM,6,Master,2,7200,34,29,11,4,25,12,94,2,4.37,FALSE
46315,Engineering,Male,31,Analyst,2/12/18 8:03 AM,6,Bachelor,2,4800,37,0,29,10,50,11,60,1,2.22,FALSE
46316,Legal,Male,53,Consultant,7/21/16 8:03 AM,8,Bachelor,3,7150,36,39,24,2,0,18,72,2,3.28,TRUE
46317,Customer Support,Female,22,Engineer,7/17/21 8:03 AM,3,Bachelor,3,7800,34,15,1,8,75,15,38,0,2.21,FALSE
46318,Marketing,Male,26,Analyst,1/11/16 8:03 AM,8,Bachelor,5,6000,54,39,22,11,0,12,33,0,1.17,FALSE
46319,Marketing,Male,29,Technician,6/17/16 8:03 AM,8,Master,4,4900,41,38,26,10,25,14,38,1,4.22,TRUE
46320,Engineering,Female,44,Specialist,4/8/24 8:03 AM,0,Bachelor,2,5400,37,45,19,12,75,10,87,2,1.87,FALSE
46321,Engineering,Male,28,Technician,1/10/23 8:03 AM,1,Bachelor,3,4550,49,41,21,10,75,3,56,0,4.03,FALSE
46322,Customer Support,Male,46,Analyst,5/5/17 8:03 AM,7,High School,2,4800,57,18,24,2,0,2,62,1,2.56,FALSE
46323,IT,Male,47,Consultant,9/19/23 8:03 AM,0,Bachelor,1,6050,53,41,18,12,0,8,9,1,4.85,FALSE
46324,Legal,Male,35,Engineer,8/26/17 8:03 AM,7,Master,4,8400,30,14,14,11,25,6,47,2,2.28,FALSE
46325,Operations,Female,24,Developer,7/29/19 8:03 AM,5,Bachelor,3,6500,47,15,12,8,100,2,61,2,2.08,FALSE
46326,Finance,Female,27,Developer,4/4/18 8:03 AM,6,Master,1,5500,58,18,26,11,50,18,49,0,3.78,FALSE
46327,HR,Male,24,Engineer,11/28/20 8:03 AM,3,Master,1,6600,60,3,5,7,25,19,12,0,2.01,FALSE
46328,Operations,Female,30,Specialist,8/27/19 8:03 AM,5,Bachelor,1,4950,32,34,9,11,50,4,70,0,1.02,FALSE
46329,Sales,Male,54,Analyst,5/2/19 8:03 AM,5,PhD,2,4800,37,23,14,9,25,1,52,2,1.45,FALSE
46330,Operations,Female,46,Consultant,12/6/15 8:03 AM,8,Bachelor,5,8250,40,29,15,8,50,14,73,2,1.22,FALSE
46331,Legal,Male,23,Analyst,7/15/16 8:03 AM,8,High School,4,5600,33,27,4,10,75,3,74,1,4.77,FALSE
46332,IT,Male,25,Analyst,12/1/18 8:03 AM,5,Bachelor,4,5600,47,40,28,12,0,2,96,1,2.74,FALSE
46333,HR,Male,35,Engineer,5/8/18 8:03 AM,6,High School,4,8400,54,41,24,9,50,6,10,2,4.76,FALSE
46334,Customer Support,Female,42,Technician,2/28/21 8:03 AM,3,High School,3,4550,35,11,15,9,100,7,11,1,4.77,FALSE
46335,IT,Female,37,Manager,11/22/21 8:03 AM,2,High School,5,9000,39,24,6,12,50,11,46,0,2.80,FALSE
46336,Finance,Female,41,Manager,5/19/22 8:03 AM,2,Bachelor,2,7200,46,26,7,13,100,18,64,2,2.07,FALSE
46337,Legal,Male,41,Technician,9/21/23 8:03 AM,0,Master,1,3850,49,4,24,14,100,11,55,1,3.27,FALSE
46338,Finance,Female,51,Technician,7/19/21 8:03 AM,3,Bachelor,4,4900,56,17,15,0,75,17,58,0,2.12,FALSE
46339,Engineering,Female,46,Consultant,6/17/23 8:03 AM,1,High School,3,7150,49,16,0,8,0,7,96,2,4.41,FALSE
46340,Customer Support,Female,37,Technician,5/16/24 8:03 AM,0,Bachelor,5,5250,35,44,28,14,75,2,49,1,1.71,FALSE
46341,Customer Support,Female,57,Consultant,1/17/20 8:03 AM,4,Bachelor,3,7150,45,19,0,1,25,3,98,0,2.18,FALSE
46342,Customer Support,Male,26,Engineer,10/13/17 8:03 AM,6,Bachelor,1,6600,60,47,1,10,100,16,22,1,4.66,FALSE
46343,Operations,Female,53,Specialist,10/1/22 8:03 AM,1,Bachelor,3,5850,44,43,27,5,75,10,63,2,3.10,FALSE
46344,Legal,Male,55,Consultant,7/27/23 8:03 AM,1,PhD,1,6050,48,34,9,1,100,11,27,2,4.99,TRUE
46345,Engineering,Male,47,Engineer,5/3/19 8:03 AM,5,Bachelor,2,7200,46,15,22,0,25,14,5,0,3.96,FALSE
46346,Finance,Female,24,Manager,6/30/19 8:03 AM,5,High School,4,8400,49,30,15,3,50,13,72,0,2.18,FALSE
46347,Operations,Female,58,Technician,1/10/16 8:03 AM,8,High School,2,4200,59,39,20,1,75,3,19,2,4.33,FALSE
46348,Marketing,Male,60,Manager,7/4/24 8:03 AM,0,Bachelor,4,8400,37,18,26,7,100,18,89,2,4.98,FALSE
46349,Marketing,Female,35,Engineer,3/4/22 8:03 AM,2,Bachelor,1,6600,40,3,15,4,100,7,59,1,2.57,FALSE
46350,Marketing,Other,27,Specialist,5/21/20 8:03 AM,4,Bachelor,4,6300,45,1,15,2,50,1,96,2,3.74,FALSE
46351,Finance,Male,49,Developer,2/9/18 8:03 AM,6,High School,4,7000,46,16,17,11,50,4,87,0,1.79,FALSE
46352,HR,Male,40,Specialist,5/23/22 8:03 AM,2,High School,5,6750,54,33,25,8,75,10,74,2,1.93,FALSE
46353,HR,Female,35,Manager,5/30/23 8:03 AM,1,Bachelor,3,7800,58,18,16,4,50,9,5,0,4.78,FALSE
46354,HR,Male,39,Manager,3/17/20 8:03 AM,4,Bachelor,4,8400,39,4,10,4,100,12,23,1,2.51,FALSE
46355,Operations,Male,54,Consultant,6/15/16 8:03 AM,8,Bachelor,1,6050,56,27,20,8,100,11,10,1,3.95,FALSE
46356,Sales,Female,29,Analyst,9/12/21 8:03 AM,2,High School,4,5600,38,35,1,7,100,6,66,1,2.45,FALSE
46357,Operations,Female,41,Engineer,12/27/20 8:03 AM,3,PhD,1,6600,60,24,25,5,50,15,62,0,3.79,FALSE
46358,Marketing,Female,53,Consultant,5/7/18 8:03 AM,6,High School,1,6050,60,37,17,11,100,5,36,2,2.00,FALSE
46359,Customer Support,Male,54,Engineer,4/29/19 8:03 AM,5,Bachelor,2,7200,38,9,0,10,0,6,57,0,2.89,FALSE
46360,IT,Female,23,Analyst,11/23/20 8:03 AM,3,High School,2,4800,50,26,14,0,75,1,52,2,1.17,FALSE
46361,Operations,Female,27,Manager,10/8/22 8:03 AM,1,Bachelor,3,7800,56,37,29,8,50,14,99,1,4.09,FALSE
46362,IT,Male,48,Consultant,5/19/21 8:03 AM,3,Bachelor,4,7700,57,28,22,6,25,4,92,0,2.86,FALSE
46363,Engineering,Male,52,Specialist,7/28/24 8:03 AM,0,PhD,4,6300,30,10,7,3,0,15,32,0,4.38,FALSE
46364,Marketing,Female,54,Consultant,1/8/22 8:03 AM,2,Bachelor,3,7150,59,6,13,9,50,2,92,0,3.87,FALSE
46365,Legal,Female,53,Engineer,9/5/20 8:03 AM,4,Bachelor,5,9000,34,41,23,1,50,16,81,2,3.80,TRUE
46366,Finance,Female,25,Consultant,3/18/18 8:03 AM,6,Bachelor,1,6050,41,38,29,13,0,12,62,0,4.53,FALSE
46367,Sales,Male,56,Engineer,3/2/22 8:03 AM,2,Bachelor,4,8400,34,31,11,10,50,11,71,2,2.31,FALSE
46368,Sales,Male,50,Engineer,10/6/16 8:03 AM,7,Bachelor,4,8400,57,12,16,6,0,12,62,0,4.15,FALSE
46369,Finance,Male,40,Analyst,11/17/14 8:03 AM,9,Bachelor,3,5200,43,47,13,2,75,17,38,2,4.76,FALSE
46370,IT,Female,35,Manager,8/3/22 8:03 AM,2,Master,5,9000,45,30,9,6,75,2,64,0,3.43,FALSE
46371,Operations,Female,41,Specialist,10/29/23 8:03 AM,0,Bachelor,3,5850,43,21,2,9,0,7,20,1,1.52,FALSE
46372,Engineering,Female,22,Specialist,12/22/19 8:03 AM,4,High School,5,6750,54,31,28,3,50,3,92,1,4.98,FALSE
46373,Legal,Female,49,Technician,5/17/21 8:03 AM,3,Bachelor,2,4200,30,14,15,6,50,3,74,1,1.74,FALSE
46374,Sales,Other,31,Specialist,7/14/21 8:03 AM,3,Bachelor,3,5850,47,6,29,13,0,19,93,2,1.95,FALSE
46375,Finance,Female,38,Consultant,1/17/23 8:03 AM,1,Master,5,8250,56,8,10,5,25,4,10,2,4.01,FALSE
46376,Operations,Male,24,Consultant,6/24/21 8:03 AM,3,High School,4,7700,31,48,2,9,75,17,74,1,4.36,TRUE
46377,Finance,Female,59,Engineer,11/10/16 8:03 AM,7,High School,5,9000,40,1,12,5,100,17,70,0,2.83,FALSE
46378,Sales,Male,34,Technician,10/9/19 8:03 AM,4,Master,2,4200,53,20,28,10,25,6,61,1,1.81,FALSE
46379,Marketing,Female,46,Consultant,11/19/21 8:03 AM,2,Bachelor,1,6050,50,22,6,3,100,11,92,0,1.17,FALSE
46380,IT,Male,31,Specialist,7/31/21 8:03 AM,3,Bachelor,2,5400,58,42,10,6,25,11,58,1,1.24,FALSE
46381,Legal,Female,43,Analyst,4/25/22 8:03 AM,2,Bachelor,1,4400,55,29,25,6,75,5,42,2,4.26,FALSE
46382,Customer Support,Male,37,Engineer,8/10/23 8:03 AM,1,Bachelor,4,8400,47,24,13,14,50,15,2,1,1.61,FALSE
46383,Legal,Male,25,Technician,1/30/23 8:03 AM,1,Bachelor,5,5250,35,38,29,10,100,13,30,0,1.01,TRUE
46384,IT,Female,32,Engineer,10/14/14 8:03 AM,9,Bachelor,5,9000,48,16,5,2,25,9,88,2,3.27,FALSE
46385,IT,Female,54,Specialist,8/25/24 8:03 AM,0,High School,4,6300,32,41,28,1,50,7,58,1,2.60,FALSE
46386,Operations,Female,38,Developer,7/8/24 8:03 AM,0,PhD,4,7000,38,42,22,11,75,18,4,0,3.74,FALSE
46387,Customer Support,Female,52,Manager,3/17/20 8:03 AM,4,Master,5,9000,59,23,26,2,25,8,78,1,1.89,FALSE
46388,Marketing,Female,23,Technician,5/29/21 8:03 AM,3,Bachelor,3,4550,46,13,16,5,75,10,44,2,1.20,FALSE
46389,Operations,Male,29,Engineer,7/29/22 8:03 AM,2,High School,5,9000,36,10,24,14,25,2,1,2,2.50,FALSE
46390,Finance,Male,38,Technician,11/3/16 8:03 AM,7,High School,5,5250,30,19,1,13,25,14,20,2,2.59,FALSE
46391,Sales,Male,46,Manager,8/29/19 8:03 AM,5,PhD,3,7800,55,48,25,0,100,7,90,2,4.59,FALSE
46392,Engineering,Male,52,Engineer,7/28/22 8:03 AM,2,High School,5,9000,56,45,8,3,75,16,58,1,2.65,FALSE
46393,Engineering,Female,57,Manager,9/27/16 8:03 AM,7,Bachelor,2,7200,55,49,11,5,25,19,82,1,3.33,FALSE
46394,Finance,Female,41,Specialist,8/20/22 8:03 AM,2,PhD,5,6750,55,39,2,10,25,2,64,1,1.75,FALSE
46395,IT,Male,59,Consultant,8/24/24 8:03 AM,0,Bachelor,1,6050,48,2,6,14,0,16,65,0,2.13,FALSE
46396,Finance,Male,31,Developer,6/3/15 8:03 AM,9,High School,1,5500,59,47,14,9,0,9,1,0,2.04,FALSE
46397,Operations,Female,32,Technician,8/13/24 8:03 AM,0,High School,4,4900,56,35,29,11,75,13,81,0,1.95,FALSE
46398,Marketing,Male,53,Specialist,2/21/18 8:03 AM,6,High School,4,6300,60,2,1,7,50,14,49,2,1.19,FALSE
46399,Engineering,Male,27,Developer,8/28/17 8:03 AM,7,Bachelor,1,5500,55,29,4,9,50,19,97,2,1.81,FALSE
46400,Operations,Female,51,Technician,10/26/17 8:03 AM,6,Bachelor,1,3850,38,0,12,8,100,2,80,0,4.26,FALSE
46401,Engineering,Female,35,Manager,9/21/21 8:03 AM,2,Bachelor,4,8400,60,44,18,13,100,15,38,1,3.02,FALSE
46402,HR,Male,22,Consultant,2/5/21 8:03 AM,3,High School,2,6600,30,21,20,1,0,15,43,1,4.69,FALSE
46403,Sales,Male,52,Consultant,11/2/17 8:03 AM,6,Master,4,7700,46,9,25,9,75,12,19,1,1.71,FALSE
46404,Customer Support,Female,38,Engineer,9/26/18 8:03 AM,5,High School,4,8400,44,43,14,8,25,3,76,0,4.26,FALSE
46405,Engineering,Female,34,Manager,12/25/20 8:03 AM,3,Bachelor,1,6600,45,16,22,3,25,2,73,2,2.83,FALSE
46406,Finance,Male,38,Manager,11/24/21 8:03 AM,2,Bachelor,1,6600,38,14,9,8,75,8,3,2,3.73,FALSE
46407,Finance,Female,35,Analyst,3/7/19 8:03 AM,5,Master,4,5600,54,19,20,9,50,19,11,0,1.25,FALSE
46408,Engineering,Male,49,Manager,7/21/19 8:03 AM,5,PhD,2,7200,48,20,23,0,100,12,52,2,2.15,FALSE
46409,Customer Support,Female,43,Specialist,7/30/21 8:03 AM,3,Bachelor,3,5850,44,0,18,1,75,6,31,0,4.57,FALSE
46410,IT,Female,49,Engineer,11/13/18 8:03 AM,5,Master,1,6600,60,1,17,5,50,12,6,0,2.53,FALSE
46411,IT,Female,57,Engineer,6/9/18 8:03 AM,6,High School,5,9000,40,35,24,6,50,4,1,0,1.58,FALSE
46412,Marketing,Female,60,Consultant,12/27/20 8:03 AM,3,Bachelor,4,7700,43,46,11,1,100,11,70,2,4.56,FALSE
46413,Engineering,Male,36,Manager,2/21/17 8:03 AM,7,High School,1,6600,37,34,1,11,25,11,63,2,1.49,FALSE
46414,Operations,Male,28,Developer,8/11/22 8:03 AM,2,High School,5,7500,48,37,23,8,0,8,56,0,4.62,FALSE
46415,Legal,Male,53,Manager,5/9/15 8:03 AM,9,Bachelor,2,7200,59,16,2,1,75,19,37,2,1.62,FALSE
46416,Marketing,Male,27,Technician,7/13/16 8:03 AM,8,Bachelor,5,5250,60,8,25,8,25,17,21,0,4.96,TRUE
46417,IT,Male,29,Technician,6/12/20 8:03 AM,4,Bachelor,1,3850,53,26,15,12,50,7,34,2,4.82,FALSE
46418,Customer Support,Male,24,Technician,12/4/19 8:03 AM,4,Bachelor,3,4550,59,19,1,3,75,10,49,1,4.52,FALSE
46419,Operations,Male,42,Consultant,3/12/18 8:03 AM,6,High School,3,7150,51,49,21,13,50,8,28,1,4.24,TRUE
46420,HR,Other,44,Engineer,4/1/21 8:03 AM,3,Bachelor,1,6600,35,25,1,6,100,1,95,1,4.81,FALSE
46421,Sales,Male,39,Consultant,12/27/23 8:03 AM,0,Bachelor,2,6600,58,30,10,9,100,6,70,0,4.31,FALSE
46422,Engineering,Female,59,Specialist,2/3/16 8:03 AM,8,Bachelor,5,6750,46,28,22,5,0,14,86,2,2.62,FALSE
46423,Engineering,Female,37,Specialist,6/13/17 8:03 AM,7,Master,2,5400,53,33,2,3,100,17,44,2,1.61,FALSE
46424,Operations,Male,60,Consultant,10/30/18 8:03 AM,5,Bachelor,3,7150,53,31,15,11,75,2,36,2,4.91,FALSE
46425,IT,Male,29,Manager,2/10/15 8:03 AM,9,PhD,4,8400,41,7,12,13,25,8,71,1,1.39,FALSE
46426,IT,Male,55,Manager,5/19/24 8:03 AM,0,High School,4,8400,31,45,23,0,25,6,1,1,2.12,FALSE
46427,Finance,Male,34,Specialist,2/15/18 8:03 AM,6,Bachelor,2,5400,37,27,1,9,50,1,74,1,4.90,TRUE
46428,IT,Female,29,Engineer,1/15/17 8:03 AM,7,Master,3,7800,36,12,4,10,100,18,59,0,2.26,FALSE
46429,Sales,Female,46,Specialist,7/18/23 8:03 AM,1,Bachelor,5,6750,50,24,4,4,100,4,73,0,2.34,FALSE
46430,Engineering,Male,44,Specialist,11/12/21 8:03 AM,2,Bachelor,5,6750,42,18,16,11,50,2,87,0,2.33,FALSE
46431,IT,Female,55,Manager,9/10/18 8:03 AM,5,Master,4,8400,50,13,13,13,75,3,13,2,2.74,FALSE
46432,Engineering,Female,38,Specialist,1/2/22 8:03 AM,2,High School,2,5400,55,25,27,11,25,14,98,2,4.55,FALSE
46433,Legal,Female,28,Engineer,11/9/14 8:03 AM,9,High School,4,8400,57,14,18,10,50,3,52,0,2.78,FALSE
46434,Marketing,Female,46,Specialist,9/24/23 8:03 AM,0,High School,2,5400,35,21,27,0,50,5,29,1,3.82,TRUE
46435,Legal,Female,52,Technician,2/2/18 8:03 AM,6,High School,5,5250,54,20,17,3,0,19,29,1,3.56,FALSE
46436,HR,Female,42,Developer,8/3/24 8:03 AM,0,Master,3,6500,30,19,22,5,25,13,56,0,4.06,FALSE
46437,IT,Male,36,Analyst,5/11/21 8:03 AM,3,High School,1,4400,39,38,18,3,25,14,84,1,2.76,FALSE
46438,Operations,Female,32,Developer,11/24/21 8:03 AM,2,Bachelor,4,7000,59,24,6,1,0,17,26,0,3.25,FALSE
46439,Customer Support,Male,50,Engineer,12/24/21 8:03 AM,2,Bachelor,3,7800,42,34,3,1,0,10,39,2,2.13,FALSE
46440,Operations,Male,39,Analyst,4/1/24 8:03 AM,0,Bachelor,3,5200,42,48,25,7,25,14,21,2,4.71,FALSE
46441,Operations,Female,22,Technician,7/26/24 8:03 AM,0,Bachelor,4,4900,30,9,3,6,25,10,80,1,3.91,FALSE
46442,Operations,Male,50,Technician,6/28/23 8:03 AM,1,Master,2,4200,51,49,23,2,25,9,39,0,3.52,TRUE
46443,HR,Female,26,Manager,9/20/21 8:03 AM,2,High School,1,6600,58,28,26,9,100,19,28,2,2.26,TRUE
46444,Engineering,Female,24,Developer,7/25/22 8:03 AM,2,High School,1,5500,30,44,21,10,75,3,49,1,3.53,FALSE
46445,Legal,Male,43,Consultant,11/13/17 8:03 AM,6,PhD,2,6600,32,10,19,2,75,10,72,0,2.15,FALSE
46446,Finance,Female,37,Technician,10/10/21 8:03 AM,2,High School,1,3850,38,47,24,10,75,15,10,2,1.74,FALSE
46447,Legal,Male,53,Consultant,12/23/18 8:03 AM,5,Bachelor,4,7700,47,0,26,7,0,3,85,2,2.19,FALSE
46448,Marketing,Male,47,Technician,7/25/18 8:03 AM,6,Master,4,4900,48,31,23,12,75,10,52,0,2.23,FALSE
46449,Finance,Female,26,Technician,3/2/21 8:03 AM,3,Bachelor,5,5250,30,30,28,14,75,3,31,1,2.49,FALSE
46450,Operations,Male,32,Analyst,12/10/14 8:03 AM,9,High School,3,5200,54,0,2,13,100,7,39,0,1.90,TRUE
46451,Engineering,Male,46,Manager,7/12/15 8:03 AM,9,Bachelor,5,9000,50,24,16,10,25,1,54,0,2.62,FALSE
46452,Customer Support,Male,34,Developer,5/27/20 8:03 AM,4,High School,2,6000,37,29,1,2,0,11,10,0,2.44,FALSE
46453,Operations,Male,30,Developer,6/11/18 8:03 AM,6,Bachelor,2,6000,57,1,15,5,75,17,1,1,4.28,FALSE
46454,IT,Other,48,Engineer,6/24/19 8:03 AM,5,Bachelor,5,9000,44,11,4,4,0,18,42,0,3.87,FALSE
46455,HR,Female,27,Analyst,2/5/23 8:03 AM,1,Master,1,4400,34,4,7,9,50,6,74,2,3.67,FALSE
46456,Legal,Female,34,Consultant,11/10/18 8:03 AM,5,Bachelor,1,6050,59,3,15,3,25,14,88,0,4.48,FALSE
46457,Customer Support,Female,49,Developer,5/17/22 8:03 AM,2,Bachelor,5,7500,30,23,19,5,25,4,16,2,2.82,FALSE
46458,Sales,Other,58,Developer,8/28/23 8:03 AM,1,High School,4,7000,38,47,3,9,75,19,12,2,3.12,FALSE
46459,Customer Support,Male,22,Analyst,8/18/19 8:03 AM,5,Bachelor,1,4400,34,39,8,14,0,18,96,2,4.75,FALSE
46460,Engineering,Female,59,Analyst,8/26/15 8:03 AM,9,High School,1,4400,47,30,20,2,50,7,96,1,1.03,FALSE
46461,Engineering,Female,22,Analyst,12/30/14 8:03 AM,9,Bachelor,2,4800,35,22,28,12,100,10,95,1,3.04,FALSE
46462,Marketing,Male,28,Developer,10/18/23 8:03 AM,0,Bachelor,3,6500,59,39,27,12,0,9,76,0,3.58,FALSE
46463,IT,Female,59,Specialist,8/15/22 8:03 AM,2,Bachelor,2,5400,51,16,17,5,0,6,93,0,3.20,TRUE
46464,IT,Male,54,Specialist,7/13/19 8:03 AM,5,Bachelor,5,6750,49,37,18,6,100,12,96,2,2.50,FALSE
46465,Sales,Male,60,Developer,10/12/19 8:03 AM,4,Bachelor,1,5500,54,11,3,10,25,13,57,2,4.11,FALSE
46466,Operations,Female,36,Engineer,10/3/23 8:03 AM,0,Bachelor,2,7200,55,34,1,14,75,8,75,1,3.13,FALSE
46467,Engineering,Female,33,Developer,4/30/15 8:03 AM,9,Bachelor,1,5500,37,27,1,0,50,17,70,0,2.97,FALSE
